categorysingleplayer;categorymultiplayer;categorycoop;categorymmo;categoryvrsupport;genreisindie;genreisaction;genreisadventure;genreiscasual;genreisstrategy;genreisrpg;genreissimulation;genreissports;genreisracing;genreismassivelymultiplayer;recommendationcount;id
true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;386;21680
true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;386;21690
true;true;false;false;false;false;true;false;false;false;true;false;false;false;false;2777;21780
true;true;true;false;false;true;false;false;true;false;false;false;false;false;false;291;21800
true;true;true;false;false;true;false;false;true;false;false;false;false;false;false;291;21980
true;true;false;false;false;false;false;false;false;false;false;false;false;true;false;126;22000
false;true;false;false;false;true;true;false;false;true;false;false;false;false;false;7874;22100
true;true;false;false;false;true;true;false;false;false;false;false;false;false;false;1233;22120
true;true;true;false;false;false;true;false;false;false;false;false;false;false;false;8174;22130
true;true;true;false;false;false;true;false;false;false;false;false;false;false;false;22245;22140
true;true;false;false;false;false;false;false;false;false;false;true;false;false;false;879;22180
true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;1131;22200
true;true;false;false;false;true;true;false;false;false;true;false;false;false;false;419;22230
true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;3985;22300
true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;3985;22310
true;true;true;false;false;false;true;false;false;false;false;false;false;false;false;2881;22320
true;true;true;false;false;false;true;false;false;false;false;false;false;false;false;2881;22330
true;false;false;false;false;false;true;false;false;false;true;false;false;false;false;41021;22340
true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;8707;22350
true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;8707;22350
true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;8707;22350
true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;8707;22370
true;true;false;true;false;false;false;false;false;true;false;false;false;false;false;294;22380
true;true;false;false;false;false;true;false;false;false;false;false;false;false;false;1328;22450
true;false;false;false;false;false;false;false;false;true;false;true;false;false;false;280;22380
true;true;true;false;false;false;true;false;false;true;false;true;false;false;false;1929;22500
true;false;false;false;false;false;true;false;false;false;true;false;false;false;false;2593;22600
true;true;false;false;false;false;false;false;false;true;false;false;false;false;false;888;22610
true;false;false;false;false;false;false;false;false;true;false;false;false;false;false;780;22650
true;true;false;false;false;false;false;false;false;true;false;false;false;false;false;255;22670
true;false;false;false;false;false;true;true;false;false;false;false;false;false;false;13358;23300
true;true;true;false;false;true;true;true;false;false;false;false;false;false;false;12620;23310
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;529;23380
true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;2648;23400
true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;2294;23420
true;true;false;false;false;false;false;false;false;true;false;false;false;false;false;596;23450
true;true;false;false;false;false;true;false;false;false;false;false;false;false;false;131;23455
true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;234;23460
true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;108;23490
true;false;false;false;false;true;false;false;true;false;false;false;false;false;false;2093;23500
true;false;false;false;false;true;false;false;true;false;false;false;false;false;false;1606;23530
true;false;false;false;false;true;false;false;true;true;false;false;false;false;false;1081;23600
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;1555;23700
true;true;true;true;false;false;true;false;false;false;true;false;false;false;true;1844;24010
true;true;true;false;false;false;false;true;false;true;false;true;false;false;false;8095;24010
true;false;false;false;false;false;false;false;true;false;false;false;false;false;false;150;24010
false;true;true;true;false;false;false;false;false;false;true;false;false;false;true;8009;24010
true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;8431;24010
true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;3954;24200
true;true;true;false;false;false;true;false;false;false;true;false;false;false;false;1262;24240
true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;796;24400
true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;536;24410
true;true;true;true;false;false;false;false;false;false;true;false;false;false;true;5022;24420
true;false;false;false;false;false;true;false;false;false;true;false;false;false;false;1707;24460
true;false;false;false;false;false;true;false;false;false;true;false;false;false;false;1541;24480
true;true;false;false;false;false;false;false;false;true;false;true;false;false;false;105;24640
true;false;false;false;false;false;true;false;false;false;true;false;false;false;false;405;24650
true;false;false;false;false;false;true;false;false;false;true;false;false;false;false;247;24660
true;true;false;false;false;false;true;false;false;false;false;false;false;false;false;169;24670
true;true;false;false;false;false;true;false;false;false;false;false;false;false;false;156;24720
true;false;false;false;false;false;false;false;false;true;false;true;false;false;false;403;24740
true;true;false;false;false;false;true;false;false;false;false;false;false;false;false;590;24780
true;false;false;false;false;false;false;false;false;true;false;true;false;false;false;1188;24790
true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;958;24800
true;true;true;false;false;true;true;false;false;false;false;false;false;false;false;1692;24810
true;true;false;false;false;false;false;false;false;true;false;false;false;false;false;4468;24840
true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;2622;24870
true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;145;24960
true;false;false;false;false;false;false;false;false;false;false;false;false;true;false;852;24980
true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;2682;25000
true;true;true;false;false;true;false;false;false;true;false;false;false;false;false;848;25010
true;true;true;false;false;true;false;false;true;false;false;false;false;false;false;164;25500
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;2748;25600
true;false;false;false;false;true;false;true;true;false;false;false;false;false;false;444;25620
true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;18033;25700
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;315;25800
true;true;false;false;false;false;false;false;false;true;false;true;false;false;false;1702;25808
true;true;false;false;false;false;false;false;false;true;false;true;false;false;false;1702;25830
true;true;false;false;false;false;false;false;false;true;false;true;false;false;false;1732;25850
true;true;false;false;false;false;false;false;false;true;false;true;false;false;false;1702;42890
true;true;true;false;false;true;true;false;false;false;false;false;false;false;false;2450;25890
true;true;true;false;false;true;true;false;false;false;false;false;false;false;false;766;25900
true;true;true;false;false;true;true;false;false;false;false;false;false;false;false;445;25910
true;true;true;false;false;true;true;false;false;false;false;false;false;false;false;11601;25980
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;1441;25990
true;true;false;false;false;true;true;false;false;false;false;false;false;false;false;1406;26000
true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;3175;26300
true;true;false;false;false;false;true;false;false;false;true;false;false;false;false;4515;26500
true;false;false;false;false;false;true;true;false;false;false;false;false;false;false;289;26800
true;true;false;false;false;true;false;false;false;true;false;true;false;false;false;574;26900
true;false;false;false;false;false;true;true;false;false;false;false;false;false;false;467;27000
false;true;false;false;false;false;true;false;false;false;false;false;false;false;false;1216;27020
true;true;false;false;false;true;false;true;true;false;false;false;false;false;false;229;27050
false;true;false;false;false;false;true;false;false;false;false;false;false;false;false;4417;27200
true;false;true;false;false;true;true;true;false;true;true;false;false;false;false;656;27330
true;true;true;false;false;true;true;false;false;false;false;false;false;false;false;325;27400
true;true;true;false;false;false;true;false;false;false;false;false;false;false;false;1266;27600
true;true;false;false;false;false;true;false;false;false;false;false;false;false;false;1677;27800
true;true;true;false;false;false;true;false;false;false;false;false;false;false;false;19250;27810
true;true;true;false;false;false;true;false;false;false;false;false;false;false;false;19250;27900
true;true;true;false;false;false;true;false;false;false;false;false;false;false;false;11095;27920
true;true;true;false;false;false;true;false;false;false;false;false;false;false;false;11095;27940
true;true;false;false;false;false;false;false;false;true;false;false;false;false;false;125;28000
true;true;true;false;false;false;true;false;false;false;true;false;false;false;false;17631;29120
true;true;false;false;false;false;false;false;false;true;false;false;false;false;false;2640;29130
false;true;false;false;false;false;false;false;false;true;false;false;false;false;false;643;29160
true;true;false;false;false;false;true;false;false;false;false;false;false;false;false;569;29180
true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;15639;29540
true;true;true;false;false;true;true;false;false;false;false;false;false;false;false;398;29560
true;false;false;false;false;false;false;false;false;true;false;true;false;false;false;131;29570
true;true;true;false;false;true;false;false;false;true;false;false;false;false;false;146;29580
true;true;false;false;false;false;false;false;false;false;false;true;true;true;false;250;29700
true;true;true;false;false;false;true;false;false;true;false;false;false;false;false;991;29800
true;true;false;false;false;false;false;false;false;false;false;false;true;true;false;9495;29900
true;true;true;false;false;false;false;false;false;false;false;true;true;true;false;171;31170
true;true;false;false;false;false;false;false;false;false;false;true;true;true;false;171;31180
true;true;true;false;false;true;false;false;false;true;false;false;false;false;false;250;31190
true;false;false;false;false;true;false;false;true;false;false;false;false;false;false;1469;31200
true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;338;31210
true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;801;31220
true;true;false;false;false;false;false;false;false;false;false;false;false;true;false;228;31230
true;false;false;false;false;true;false;false;true;false;false;false;false;false;false;442;31240
true;true;false;false;false;true;false;false;true;false;false;false;false;false;false;474;31250
true;false;false;false;false;false;true;true;false;false;false;false;false;false;false;1545;31260
true;false;false;false;false;false;true;true;false;false;false;false;false;false;false;352;31270
true;true;false;false;false;false;true;true;false;false;false;false;false;false;false;147;31280
true;false;false;false;false;false;true;true;false;false;false;false;false;false;false;259;31290
true;true;true;false;false;false;true;true;false;false;false;false;false;false;false;2262;31300
true;true;true;false;false;false;true;true;false;false;false;false;false;false;false;921;31700
true;true;false;false;false;false;true;false;false;false;false;false;false;false;false;7875;31800
true;false;true;false;false;false;true;true;false;false;false;false;false;false;false;901;31810
true;true;false;false;false;false;true;false;false;false;false;false;false;false;false;129;31820
true;false;false;false;false;false;false;false;false;true;true;false;false;false;false;280;31830
true;false;false;false;false;false;false;false;false;true;true;false;false;false;false;161;31840
true;true;false;false;false;false;false;false;false;true;false;false;false;false;false;137;31850
true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;268;31860
true;false;true;false;false;false;true;false;false;false;true;false;false;false;false;208;31870
true;false;false;false;false;false;true;false;false;false;true;false;false;false;false;377;31880
true;true;false;false;false;false;false;false;false;true;false;false;false;false;false;267;31890
true;false;false;false;false;true;false;false;false;true;true;false;false;false;false;275;31900
true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;353;31910
true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;176;31920
true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;1302;31930
true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;515;31980
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;217;32000
true;true;true;false;false;false;true;false;false;true;false;false;false;false;false;581;32110
true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;132;32120
true;false;false;false;false;false;false;false;false;true;false;false;false;false;false;443;32140
true;false;false;false;false;true;false;true;false;true;true;false;false;false;false;138;32150
true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;120;32160
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;142;32200
true;true;false;false;false;true;false;false;false;true;false;true;false;false;false;194;32310
true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;513;32330
true;true;false;false;false;false;false;false;false;true;false;true;false;false;false;2326;32340
false;true;true;true;false;false;false;false;false;true;false;false;false;false;true;6647;32350
true;true;false;false;false;false;false;false;true;false;true;false;false;false;false;259;32360
true;true;false;false;false;false;false;false;false;true;false;false;false;false;false;1110;32370
true;true;false;false;false;false;true;false;false;false;false;false;false;false;false;5375;32380
true;true;false;false;false;false;true;false;false;false;false;false;false;false;false;3099;32390
true;true;false;false;false;false;false;false;false;true;false;false;false;false;false;317;32400
true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;6848;32410
true;true;false;false;false;false;true;false;false;false;false;false;false;false;false;3099;32420
true;true;false;false;false;false;false;false;false;false;false;false;false;true;false;6554;32430
false;true;false;false;false;false;true;false;false;false;false;false;false;false;false;181;32440
false;true;false;false;false;false;true;false;false;false;false;false;false;false;false;181;32450
true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;6191;32460
true;true;false;false;false;false;false;false;false;false;false;false;false;true;false;1172;32470
true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;6192;32500
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;17808;32510
true;true;true;false;false;false;false;false;false;false;false;true;false;false;false;686;32610
true;false;false;false;false;false;true;true;false;false;false;false;false;false;false;8664;32620
true;true;false;false;false;false;true;true;false;false;false;false;false;false;false;4337;32630
false;false;false;false;false;false;false;false;false;true;true;false;false;false;false;4277;32640
true;true;false;false;false;false;false;false;false;true;false;false;false;false;false;7284;32650
true;true;false;false;false;false;true;false;false;false;true;false;false;false;false;43319;32660
true;true;false;false;false;false;true;false;false;false;true;false;false;false;false;4221;32670
true;true;false;false;false;false;false;false;false;false;false;true;false;false;false;1009;32680
true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;245;32710
true;true;false;false;false;false;false;false;false;true;false;false;false;false;false;401;32720
true;false;false;false;false;false;false;false;false;true;false;false;false;false;false;108;32730
true;false;false;false;false;false;false;false;false;true;false;false;false;false;false;104;32740
true;true;true;false;false;false;false;false;false;true;false;false;false;false;false;682;32750
true;false;true;false;false;false;true;false;false;false;true;false;false;false;false;86362;32760
true;true;true;false;false;false;true;false;false;false;false;false;false;false;false;6035;32770
true;true;true;false;false;true;true;false;true;false;false;false;false;false;false;5250;32800
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;231;32900
true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;101;33100
false;true;false;false;false;true;true;false;false;false;false;false;false;false;false;227;33110
true;false;false;false;false;true;false;false;false;false;false;false;false;true;false;166;33120
true;true;false;false;false;false;false;false;false;true;false;false;false;false;false;85790;33130
true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;19403;33180
true;true;false;false;false;false;true;true;false;false;false;false;false;false;false;19624;33210
true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;138;33220
true;false;false;false;false;false;true;true;false;false;false;false;false;false;false;7445;33230
true;false;false;false;false;false;true;true;false;false;false;false;false;false;false;7445;33320
false;true;false;false;false;false;true;false;false;false;false;false;false;false;false;13219;33390
true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;27546;33420
false;false;false;false;false;true;false;true;false;true;false;false;false;false;false;158;33440
true;true;false;false;false;true;false;false;false;true;false;false;false;false;false;1337;33460
true;true;false;false;false;false;true;false;false;false;false;false;false;false;false;2489;33520
true;false;true;false;false;false;true;false;false;false;false;false;false;false;false;2775;33520
true;true;false;false;false;false;false;false;false;false;false;false;false;true;false;1378;33550
true;true;false;false;false;false;true;false;false;false;false;false;false;false;false;6203;33570
true;false;true;false;false;false;true;false;false;false;false;false;false;false;false;30053;33580
true;true;true;false;false;false;false;false;false;true;false;false;false;false;false;5503;33600
true;true;true;false;false;false;false;false;false;true;false;false;false;false;false;5503;33610
true;false;false;false;false;true;false;false;true;false;false;false;false;false;false;393;33620
true;false;false;false;false;true;true;true;false;false;false;false;false;false;false;14322;33650
true;false;false;false;false;false;false;false;false;true;false;false;false;false;false;191;33660
true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;798;33670
true;false;false;false;false;false;false;false;false;true;true;false;false;false;false;339;33680
true;true;true;false;false;false;true;true;false;false;false;false;false;false;false;454;33700
true;false;false;false;false;false;false;false;false;true;false;true;false;false;false;6855;33710
true;false;false;false;false;true;true;false;true;false;false;false;false;false;false;132;33720
true;false;false;false;false;false;false;false;false;true;true;true;false;false;false;846;33730
true;false;false;false;false;true;false;true;true;false;false;false;false;false;false;152;33750
true;true;false;false;false;false;true;false;false;false;false;false;false;false;false;4451;33760
true;false;false;false;false;true;false;true;true;false;false;false;false;false;false;241;33770
true;false;false;false;false;true;false;false;true;false;false;false;false;false;false;107;33790
true;true;false;false;false;false;false;false;false;true;false;false;true;false;false;742;33900
true;true;false;false;false;false;false;false;false;true;false;false;false;false;false;474;33900
true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;137;33930
true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;252;33950
true;true;false;false;false;false;false;false;false;true;false;false;false;false;false;1948;33980
true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;114;33990
true;false;false;false;false;true;false;false;true;false;false;false;false;false;false;197;34010
true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;105;34010
true;false;false;false;false;true;false;false;true;false;false;false;false;false;false;168;34030
true;true;false;false;false;false;false;false;false;true;true;false;false;false;false;224;34180
true;true;false;false;false;false;false;false;false;true;true;false;false;false;false;162;34190
true;false;false;false;false;true;false;false;true;false;false;false;false;false;false;418;34272
true;true;true;false;false;false;false;false;false;true;true;false;false;false;false;979;34273
true;true;true;false;false;true;true;false;true;false;false;false;false;false;false;215;34274
true;false;false;false;false;false;true;false;true;false;false;false;false;false;false;385;34275
true;false;false;false;false;false;false;false;true;false;false;false;false;false;false;505;34276
true;true;true;false;false;true;true;false;true;true;false;false;false;false;false;691;34277
true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;106;34278
true;true;true;false;false;true;true;false;false;true;false;false;true;false;false;744;34279
true;true;true;false;false;true;true;false;false;true;false;false;true;false;false;744;34280
true;true;true;false;false;false;true;false;false;false;false;false;false;false;false;20555;34281
true;true;false;false;false;true;true;false;true;true;false;false;false;false;false;333;34282
true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;185;34283
true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;222;34284
true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;137;34285
true;false;false;false;false;true;true;false;true;false;false;false;false;false;false;692;34286
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;3297;34287
true;true;false;false;false;true;false;true;false;true;true;false;false;false;false;345;34288
true;false;false;false;false;false;false;false;false;true;true;false;false;false;false;273;34289
true;true;true;false;false;false;false;false;false;true;false;false;false;false;false;408;34310
true;true;false;false;false;false;false;false;false;false;false;true;false;false;false;555;34311
true;true;true;false;false;false;false;false;false;true;false;false;false;false;false;2473;34312
true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;122;34313
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;1535;34314
true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;115;34315
true;true;true;false;false;false;false;false;false;true;true;false;false;false;false;159;34316
true;false;false;false;false;false;true;false;false;false;true;false;false;false;false;1469;34317
true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;280;34318
true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;272;34319
true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;200;34330
true;false;false;false;false;false;false;false;true;false;false;false;false;false;false;265;34410
true;true;true;false;false;false;false;false;false;false;false;true;false;false;false;511;34420
true;false;false;false;false;false;true;false;false;true;false;false;false;false;false;650;3900
true;true;false;false;false;false;true;false;false;true;false;true;false;false;false;485;3990
true;false;false;false;false;false;true;false;false;true;false;true;false;false;false;3286;8800
true;true;true;false;false;true;true;false;false;true;true;false;false;false;false;10059;16810
true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;5556;34500
true;true;false;false;false;false;false;false;false;true;false;false;false;false;false;15657;34600
true;false;false;false;false;true;true;false;true;false;false;false;false;false;false;360;34630
true;false;true;false;false;false;true;false;false;false;false;false;false;false;false;6337;34640
false;true;false;false;false;true;true;false;false;false;false;false;false;false;false;12517;34650
true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;657;34800
true;false;false;false;false;true;false;false;false;false;false;true;false;false;false;287;34810
true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;464;34820
true;false;false;false;false;true;false;true;true;false;false;true;false;false;false;133;34830
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;5603;34870
true;false;false;false;false;true;false;false;false;false;true;false;false;false;false;3970;34900
true;false;false;false;false;true;true;false;false;false;true;false;false;false;false;470;34920
true;true;false;false;false;false;false;false;false;true;false;false;false;false;false;1401;35000
true;false;false;false;false;false;false;false;false;true;false;false;true;false;false;404;35140
true;false;false;false;false;false;false;false;false;true;false;false;false;false;false;243;35070
true;false;false;false;false;false;false;false;true;true;false;false;false;false;false;150;35130
true;false;false;false;false;false;false;false;true;false;false;false;false;false;false;256;35140
true;true;false;false;false;true;false;false;false;true;false;false;false;false;false;226;35300
true;true;true;false;false;true;true;false;false;false;false;true;false;false;false;372;35310
true;false;false;false;false;false;true;false;false;false;false;false;false;true;false;614;35320
true;false;false;false;false;false;false;false;false;false;false;true;true;false;false;248;35450
true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;1758;35460
true;true;true;false;false;false;true;false;false;false;false;false;false;false;false;369;35480
true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;4707;35600
true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;659;35700
true;false;false;false;false;true;false;false;true;false;false;true;false;false;false;2648;35720
true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;182587;35720
true;false;false;false;false;true;false;true;false;false;true;false;false;false;false;176;35800
true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;601;36000
true;true;false;false;false;false;false;false;false;true;false;false;false;false;false;441;36100
true;true;false;false;false;false;false;false;false;true;false;false;false;false;false;703;36100
true;true;false;false;false;false;false;false;false;true;true;true;false;false;false;232;36100
true;true;false;false;false;false;false;false;false;true;false;false;false;false;false;151;36130
true;false;false;false;false;false;false;false;true;true;false;false;false;false;false;1687;36130
true;true;true;false;false;true;true;false;false;true;false;false;false;false;false;136;36150
true;false;false;false;false;true;false;false;true;true;false;true;false;false;false;263;36150
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;125;36150
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;1001;36180
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;669;36180
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;256;36180
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;207;36210
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;232;36240
true;true;true;false;false;false;false;false;false;false;false;true;false;false;false;294;36270
true;false;false;false;false;false;false;false;false;true;false;false;false;false;false;135;36270
true;true;false;false;false;true;false;false;false;false;false;false;false;true;false;670;36270
true;false;false;false;false;true;true;false;false;true;false;false;false;false;false;3434;36300
true;true;false;false;false;false;true;false;false;true;false;true;false;false;false;511;36310
true;true;true;false;false;true;true;false;true;true;false;false;false;false;false;2422;36320
true;true;true;false;false;true;true;false;false;false;true;false;false;false;false;4225;36620
true;true;false;false;false;false;true;false;false;false;false;false;false;true;false;1401;36900
true;false;false;false;false;true;true;true;false;true;false;false;false;false;false;1872;36910
true;true;true;false;false;true;true;false;false;true;false;true;false;false;false;1445;37010
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;114;37030
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;149;37100
true;true;true;false;false;true;true;false;false;false;false;false;false;false;false;120;37210
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;725;37220
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;132;37230
true;false;false;false;false;true;false;false;true;false;false;false;false;false;false;3233;37240
true;true;false;false;false;false;false;false;false;false;false;true;false;false;false;153;37250
true;false;false;false;false;true;true;false;false;true;false;false;false;false;false;848;37260
true;false;false;false;false;true;false;false;true;false;false;false;false;false;false;733;37270
true;true;true;false;false;true;true;false;false;false;false;false;false;false;false;1788;37280
true;false;false;false;false;true;false;true;true;false;false;false;false;false;false;524;37290
true;true;false;false;false;true;true;false;false;false;false;false;true;false;false;5040;37300
true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;422;37310
true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;122;37320
true;false;false;false;false;true;true;false;true;false;false;false;false;false;false;134;37330
true;true;false;false;false;true;true;false;false;false;false;false;false;false;false;760;37340
false;true;true;false;false;true;true;true;false;false;false;false;false;false;false;1358;37360
true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;695;37370
true;true;false;false;false;false;true;false;false;false;false;true;false;false;false;201;37380
true;false;false;false;false;true;false;true;true;false;false;false;false;false;false;1816;37390
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;8428;37400
true;true;true;false;false;true;true;false;false;false;false;false;false;false;false;252;37400
true;false;true;false;false;true;true;false;false;false;true;false;false;false;false;625;37500
true;true;false;false;false;false;true;false;false;false;false;false;false;false;false;204;37600
true;false;false;false;false;true;false;false;true;false;false;false;false;false;false;1492;37700
true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;764;37800
true;true;true;false;false;false;false;false;false;true;false;false;false;false;false;897;37960
true;false;false;false;false;true;false;true;true;false;false;false;false;false;false;529;37960
true;true;false;false;false;true;false;false;false;true;false;false;false;false;false;2192;37960
true;false;false;false;false;false;true;false;true;true;false;true;false;false;false;911;37960
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;2684;38000
true;true;false;false;false;true;true;false;false;false;false;false;false;false;false;217;38000
true;false;false;false;false;true;true;false;true;true;false;true;false;false;false;224;38000
true;false;false;false;false;true;false;false;true;false;true;false;false;false;false;3386;38070
true;false;false;false;false;true;true;false;true;true;false;false;false;false;false;171;38080
true;true;true;false;false;false;true;false;false;false;true;false;false;false;false;297;38090
true;true;false;false;false;false;false;false;true;false;false;false;false;false;false;107;38100
true;true;true;false;false;false;true;false;false;false;false;false;false;false;false;1441;38110
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;267;38120
true;false;false;false;false;true;false;false;true;true;false;false;false;false;false;692;38130
true;false;true;false;false;false;true;false;false;false;false;false;false;false;false;3545;38140
true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;5458;38150
true;true;true;true;false;false;true;true;false;false;true;false;false;false;true;15519;38160
true;true;true;true;false;false;false;true;true;true;false;false;false;false;true;957;38170
false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;126;38180
true;false;false;false;false;true;false;true;false;false;true;false;false;false;false;299;38190
true;false;false;false;false;false;true;false;false;false;true;false;false;false;false;6628;38210
true;false;false;false;false;true;true;false;false;true;false;false;false;false;false;4412;80
false;true;true;false;false;false;true;false;false;false;false;false;false;false;false;8010;620
true;false;true;false;false;true;true;true;false;false;false;false;false;false;false;1277;1300
true;false;false;false;false;true;true;true;false;false;false;false;false;false;false;224;1300
true;false;false;false;false;true;false;false;false;true;false;false;false;false;false;166;2100
true;false;false;false;false;true;false;false;true;false;false;false;false;false;false;118;2520
true;false;false;false;false;true;true;true;false;true;false;true;false;false;false;3861;2540
true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;395;2540
false;true;false;false;false;true;true;false;false;true;false;false;true;false;false;4379;4230
true;true;true;false;false;true;true;true;false;false;false;false;false;false;false;27713;4920
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;961;6120
true;false;false;false;false;true;false;true;true;false;false;false;false;false;false;408;8780
true;false;false;false;false;true;false;false;true;false;false;false;false;false;false;354;9200
true;true;true;false;false;true;true;false;false;false;false;false;false;false;false;171;10180
true;true;false;false;false;false;false;false;false;true;false;true;false;false;false;7658;1620
true;true;true;false;false;true;true;true;false;false;true;false;false;false;false;139819;1620
true;true;false;false;false;true;true;true;false;false;false;false;false;false;false;115;15320
true;false;false;false;false;true;true;false;true;false;false;false;false;false;false;625;17330
true;false;false;false;false;true;true;false;false;false;true;false;false;false;false;19633;18040
true;false;false;false;false;true;true;false;false;true;true;false;false;false;false;2187;18430
true;false;false;false;false;true;false;false;false;false;true;false;false;false;false;1000;18430
true;false;false;false;false;true;false;false;false;false;true;false;false;false;false;2731;21090
true;true;true;false;false;false;true;false;false;true;false;true;false;false;false;63534;21090
true;false;false;false;false;true;true;false;true;false;false;false;false;false;false;924;22350
true;false;false;false;false;true;true;false;true;false;false;false;false;false;false;1198;22350
false;true;true;true;false;false;true;false;false;false;false;false;false;false;false;3030;22380
true;true;false;false;false;true;false;false;true;true;false;false;false;false;false;933;24010
