categorysingleplayer;categorymultiplayer;categorycoop;categorymmo;categoryvrsupport;genreisindie;genreisaction;genreisadventure;genreiscasual;genreisstrategy;genreisrpg;genreissimulation;genreissports;genreisracing;genreismassivelymultiplayer;recommendationcount;id
true;true;true;false;false;false;true;false;true;true;false;false;false;false;false;199;236890
true;true;false;false;false;false;false;false;false;true;true;false;false;false;false;3092;236930
true;false;false;false;false;true;false;false;false;true;false;true;false;false;false;145;236970
true;false;false;false;false;false;true;true;false;false;true;false;false;false;false;126;237110
true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;124;237310
true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;3067;237350
true;true;false;false;false;false;false;false;false;true;false;false;false;false;false;610;237370
true;true;false;false;false;false;false;false;false;true;false;false;false;false;false;288;237430
true;false;false;false;false;true;false;true;false;false;true;false;false;false;false;216;237470
true;false;false;false;false;true;true;false;false;true;false;false;false;false;false;320;237550
true;false;false;false;false;true;false;false;true;false;false;true;false;false;false;185;237570
true;false;false;false;false;true;true;true;false;false;false;false;false;false;false;210;237590
true;false;false;false;false;false;true;true;false;false;false;false;false;false;false;815;237630
true;false;false;false;false;true;false;false;true;false;false;false;false;false;false;314;237740
true;false;false;false;false;true;true;true;false;false;true;false;false;false;false;318;237760
true;false;false;false;false;true;true;true;false;false;false;false;false;false;false;690;237850
true;true;true;false;false;true;false;true;false;false;true;true;false;false;false;109;237870
true;true;true;false;false;true;false;true;false;false;true;false;false;false;false;697;237890
true;true;true;false;false;true;true;true;false;true;true;false;false;false;false;2513;237930
true;true;false;false;false;false;true;false;false;false;false;false;false;false;false;2872;237950
true;false;false;false;false;true;false;true;true;false;false;false;false;false;false;6675;237970
true;false;false;false;false;true;false;false;false;false;false;true;false;false;false;227;237990
true;false;false;false;false;false;false;false;true;false;true;false;false;false;false;1213;238010
true;false;false;false;false;true;false;true;false;false;true;false;false;false;false;166;238050
true;false;false;false;false;true;false;true;true;false;false;false;false;false;false;225;238070
true;false;false;false;false;true;true;true;false;false;true;false;false;false;false;345;238090
true;false;false;false;false;true;true;true;false;false;false;false;false;false;false;196;238210
true;false;false;false;false;true;true;true;false;true;false;false;false;false;false;115;238240
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;448;238260
true;true;false;false;false;true;false;false;false;true;false;false;false;false;false;638;238280
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;260;238320
false;true;false;false;false;false;true;true;false;false;false;false;false;false;false;20146;238370
true;true;false;false;false;true;false;false;false;true;false;true;false;false;false;259;238430
true;false;false;false;false;false;true;true;false;false;false;false;false;false;false;205;238460
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;297;238530
true;false;false;false;false;true;false;true;false;false;true;false;false;false;false;288;238630
true;false;false;false;false;true;false;false;true;false;false;false;false;false;false;240;238750
true;true;false;false;false;true;true;true;true;false;false;false;false;false;false;131;238870
true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;164;238890
true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;473;238910
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;124;238930
true;true;false;false;true;true;true;false;false;false;false;false;false;false;false;105;238960
true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;375;239030
true;false;false;false;false;true;false;false;true;false;true;true;false;false;false;144;239070
false;true;false;false;false;true;true;false;false;false;false;false;false;false;false;1002;239090
true;false;false;false;false;true;true;false;false;false;true;false;false;false;false;372;239120
true;false;false;false;false;true;false;true;true;false;true;false;false;false;false;211;239140
true;true;true;false;true;true;true;true;false;false;false;false;false;false;false;336;239160
true;false;false;false;false;true;false;false;false;true;false;true;false;false;false;1489;239200
true;false;false;false;false;true;false;false;true;false;true;false;false;false;false;450;239220
true;false;false;false;false;true;false;true;false;true;true;true;false;false;false;285;239250
true;true;true;false;false;true;true;true;false;false;true;false;false;false;false;640;239350
true;false;false;false;false;true;false;false;true;true;false;true;false;false;false;111;239410
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;301;239430
true;false;false;false;false;true;true;false;false;false;true;false;false;false;false;208;239450
true;false;false;false;false;true;true;false;false;false;true;false;false;false;false;116;239660
true;false;false;false;false;true;false;false;false;true;false;true;false;false;false;124;239700
true;true;true;false;false;true;true;true;true;false;true;true;false;false;true;8837;239720
true;true;false;false;false;true;false;false;true;false;false;false;true;false;false;172;239800
true;true;false;false;false;true;true;false;false;false;false;false;false;true;false;344;239820
true;true;false;false;false;true;true;false;true;true;false;false;false;false;false;267;239840
true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;178;240320
true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;534;240340
true;false;false;false;false;false;false;false;false;false;false;false;false;true;false;176;240360
true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;1245;240440
true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;255;240460
true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;105;240600
true;true;false;false;false;false;false;false;false;true;false;false;false;false;false;2011;240620
true;false;false;false;false;true;false;false;false;true;true;false;false;false;false;711;240660
true;false;false;false;false;false;true;true;false;false;false;false;false;false;false;3253;240760
true;false;false;false;false;true;false;true;true;false;false;false;false;false;false;189;240970
true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;220;241240
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;152;241260
true;true;false;false;false;true;true;false;false;false;false;false;false;false;false;171;241320
true;false;false;false;false;true;true;true;false;false;false;false;false;false;false;947;241410
true;true;false;false;false;false;false;false;false;true;false;true;false;false;false;9324;241540
true;true;false;false;false;true;true;false;false;false;false;false;false;true;false;241;241560
true;false;false;false;false;true;true;false;false;false;false;false;false;true;false;270;241600
true;true;false;false;false;false;false;false;false;false;false;true;true;true;false;392;241620
true;false;false;false;false;true;false;true;false;false;false;true;false;false;false;19903;241660
true;false;false;false;false;true;true;true;true;false;true;false;false;false;false;430;241680
true;false;false;false;false;true;true;true;false;false;false;false;false;false;false;6144;241720
true;false;false;false;false;false;false;false;false;true;false;false;false;false;false;1737;241760
true;true;true;false;false;false;false;false;false;false;false;false;true;false;false;3635;241790
true;true;false;false;false;false;false;false;false;true;false;true;false;false;false;943;241910
true;true;false;false;false;false;true;false;false;false;false;false;false;false;false;10249;241930
true;false;false;false;false;false;true;true;false;false;false;false;false;false;false;612;241990
true;false;false;false;false;false;false;false;false;true;false;true;false;false;false;2847;242050
true;true;true;false;false;true;false;false;false;true;false;false;false;false;false;511;242110
false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;922;242130
true;false;false;false;false;true;false;false;true;false;false;false;false;false;false;1710;242530
true;true;true;false;false;true;true;true;false;false;false;false;false;false;false;106;242550
true;true;false;false;false;true;false;false;false;true;false;false;false;false;false;5045;242570
true;true;true;false;false;true;true;false;false;false;true;true;false;false;false;151;242640
true;true;false;false;false;true;false;false;true;true;false;false;false;false;false;252;242680
true;false;false;false;false;false;false;false;false;true;true;false;false;false;false;6149;242700
true;true;true;false;false;true;false;false;false;true;false;false;false;false;false;103;242720
false;false;false;true;false;false;false;true;true;false;true;false;false;false;true;201;242760
true;false;false;false;false;true;true;true;false;false;true;false;false;false;false;181;242780
false;true;false;true;false;true;true;false;false;false;true;false;false;false;true;190;242800
true;false;false;false;true;true;true;false;false;false;false;true;false;false;false;440;242820
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;101;242840
true;false;false;false;false;true;false;true;true;false;false;false;false;false;false;833;242860
true;false;false;false;false;false;true;true;false;false;false;false;false;false;false;1650;242880
true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;159;242920
true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;135;242940
true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;506;242960
true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;174;242980
true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;130;243000
true;false;false;false;false;false;true;true;false;false;false;false;false;false;false;354;243020
true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;105;243040
true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;198;243060
true;true;false;false;false;true;true;false;false;false;true;false;false;false;false;2021;243120
true;false;false;false;false;true;true;false;true;false;false;false;false;false;false;288;243140
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;927;243160
true;false;false;false;false;true;false;true;false;false;true;false;false;false;false;686;243200
true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;160;243220
true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;189;243280
true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;386;243360
true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;167;243450
true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;170;243470
true;false;false;false;false;false;false;false;false;false;false;true;false;true;false;5398;243560
true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;120;243580
true;false;false;false;false;false;false;false;false;false;false;true;false;true;false;106;243780
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;581;243800
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;1212;243870
true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;650;243890
true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;243;243930
true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;392;243950
true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;555;243970
true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;395;244030
true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;311;244050
true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;511;244070
true;false;false;false;false;false;false;false;true;false;false;false;false;false;false;584;244090
true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;685;244160
true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;283;244210
true;false;false;false;false;true;true;false;false;false;false;false;false;true;false;125;244410
true;false;false;false;false;true;false;false;true;false;false;true;false;false;false;1950;244430
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;204;244450
true;false;false;false;false;true;true;false;true;true;false;true;false;false;false;340;244590
true;false;false;false;false;true;false;false;true;true;false;true;false;false;false;306;244630
true;false;false;false;false;true;false;false;false;true;false;true;false;false;false;313;244690
true;true;false;false;false;false;true;true;false;false;false;false;false;false;false;2282;244710
true;false;false;false;false;false;false;false;false;true;false;true;false;false;false;1754;244730
true;false;false;false;false;false;false;false;false;true;false;true;false;false;false;1272;244770
true;true;false;false;false;true;true;false;false;false;false;false;false;false;false;753;244810
true;false;false;false;false;false;false;false;false;true;false;false;false;false;false;392;244830
true;false;false;false;false;false;true;false;false;false;true;false;false;true;false;670;244850
true;true;true;false;false;true;true;false;false;true;false;false;true;false;false;1086;244870
true;false;false;false;false;true;false;false;true;false;false;true;false;false;false;433;244890
true;false;false;false;false;true;false;false;true;true;false;false;false;false;false;670;244910
true;true;false;false;false;true;true;false;false;false;false;false;false;true;false;295;244930
true;true;false;false;false;true;true;false;false;false;false;false;false;false;false;643;244950
false;true;false;false;false;true;true;true;true;false;false;false;false;false;false;5889;245010
true;false;false;false;false;true;true;false;false;true;false;false;false;false;false;1930;245050
true;false;false;false;false;true;true;false;true;false;false;false;false;false;false;134;245150
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;2080;245170
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;4702;245280
true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;682;245300
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;259;245370
true;true;true;false;false;true;false;false;true;true;true;true;false;false;false;5272;245390
true;false;false;false;false;true;false;true;true;true;true;false;false;false;false;204;245410
true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;641;245430
true;false;false;false;false;false;false;false;false;true;false;true;false;false;false;111;245450
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;242;245470
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;2889;245490
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;580;245620
true;false;false;false;false;true;false;false;true;true;false;false;false;false;false;282;245730
true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;132;245760
true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;187;246070
true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;154;246090
true;true;false;false;false;false;false;false;false;false;false;false;true;true;false;2170;246110
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;169;246280
true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;8504;246300
true;true;false;false;false;false;true;false;false;false;false;false;false;true;false;337;246360
true;false;false;false;false;false;true;false;false;false;false;false;false;true;false;102;246420
true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;374;246580
true;true;false;false;false;true;true;false;false;false;false;false;false;false;false;734;246620
true;false;false;false;false;false;true;false;true;false;false;false;false;false;false;461;246680
true;false;false;false;false;true;false;false;true;true;false;true;false;false;false;199;246700
true;false;false;false;false;true;false;false;true;false;false;true;false;false;false;201;246720
true;true;false;false;true;false;false;false;false;false;false;false;false;true;false;531;246740
true;false;true;false;false;false;true;true;false;false;false;false;false;false;false;7066;246760
true;false;false;false;false;false;false;false;false;false;false;false;true;true;false;1430;246800
true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;6677;246820
true;true;true;false;false;false;false;false;false;true;false;true;false;false;false;3142;246840
true;true;true;false;false;false;false;false;false;true;false;true;false;false;false;394;246880
true;false;false;false;false;true;false;true;true;false;false;true;false;false;false;175;246900
true;true;false;false;false;false;true;true;false;false;false;false;false;false;false;26956;246920
true;false;false;false;false;true;true;true;false;false;false;false;false;false;false;164;246940
true;true;true;false;false;true;true;false;false;false;false;false;false;false;false;168;246960
false;false;false;true;false;true;true;false;false;false;true;false;false;false;true;2011;246980
true;false;false;false;false;true;false;false;false;true;false;true;false;false;false;3483;247000
true;false;false;false;false;true;true;true;false;false;false;false;false;false;false;164;247020
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;323;247080
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;389;247120
true;false;false;false;false;true;false;true;false;true;true;false;false;false;false;326;247140
true;true;true;false;false;true;false;false;false;true;false;true;true;false;false;526;247240
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;4054;247307
true;false;false;false;false;true;false;false;false;false;false;true;false;false;false;142;247310
true;true;false;false;false;true;true;false;true;true;false;false;false;false;false;147;247350
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;237;247370
true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;2999;247430
true;false;false;false;false;true;true;true;false;false;false;false;false;false;false;324;247580
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;284;247660
true;false;false;false;false;true;false;true;true;false;true;true;false;false;false;1367;247730
true;true;false;false;false;true;false;false;false;true;true;false;false;false;false;7008;247770
true;false;false;false;false;false;true;false;false;false;true;true;false;false;false;136;247870
true;false;false;false;false;false;false;false;false;true;true;false;false;false;false;123;247910
true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;137;247950
true;true;false;false;false;false;true;false;false;true;false;true;false;false;false;314;248170
true;false;false;false;false;false;false;false;false;true;false;false;false;false;false;154;248190
true;false;false;false;false;false;true;true;false;false;false;true;false;false;false;158;248270
true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;161;248290
true;true;false;false;false;false;false;false;true;false;false;false;false;true;false;117;248310
true;false;false;false;false;false;false;false;false;true;true;false;false;false;false;566;248330
true;false;false;false;false;false;false;false;false;true;true;false;false;false;false;316;248350
true;false;false;false;false;false;true;true;false;false;false;false;false;false;false;297;248370
true;true;true;false;false;false;true;true;false;false;false;false;false;false;false;10465;248390
true;true;true;false;false;false;true;true;false;false;false;false;false;false;false;872;248410
true;true;true;false;false;true;true;false;true;true;false;false;true;false;false;481;248450
false;false;false;true;false;false;false;false;false;false;true;false;false;false;true;318;248470
true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;157;248490
true;false;false;false;false;false;false;false;false;true;true;true;false;false;false;177;248510
true;false;false;false;false;false;false;false;true;true;false;true;false;false;false;675;248530
true;true;true;false;false;false;false;false;true;false;false;true;false;false;false;1809;248550
true;false;false;false;false;true;true;false;true;false;false;false;false;false;false;140;248570
true;true;true;false;false;true;true;true;false;false;false;false;false;false;false;137;248610
true;false;false;false;true;true;false;true;false;false;false;false;false;false;false;201;248630
false;true;true;false;false;true;true;false;false;false;true;true;false;false;false;6745;248650
false;true;false;true;false;false;false;false;false;false;true;false;false;false;true;1455;248710
true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;186;248730
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;212;248800
true;false;false;false;false;true;true;true;false;false;true;true;false;false;false;3100;248820
true;true;false;false;false;true;false;true;false;true;true;false;false;false;false;2645;248860
true;false;false;false;false;true;false;false;true;false;false;false;false;false;false;125;248970
false;true;false;false;false;true;true;false;false;false;false;false;false;false;false;265;249050
true;false;true;false;false;true;true;false;false;false;false;false;false;false;false;167;249130
true;false;false;false;false;true;true;true;true;false;true;false;false;false;false;309;249190
false;true;true;true;false;true;false;true;false;false;false;false;false;false;true;141;249230
false;true;true;true;false;true;false;false;true;true;false;false;false;false;true;3251;249330
true;false;false;false;false;true;true;true;false;false;false;false;false;false;false;2491;249360
true;true;false;false;false;false;false;false;false;true;false;false;false;false;false;2413;249380
true;false;false;false;false;true;true;false;true;true;true;false;false;false;false;492;249550
true;false;false;false;false;true;false;false;false;true;false;true;false;false;false;198;249570
true;false;false;false;false;true;false;false;true;false;false;true;false;false;false;110;249590
true;false;false;false;false;true;true;true;true;false;true;true;false;false;false;2973;249610
true;false;false;false;false;true;false;false;true;false;false;true;false;false;false;232;249630
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;113;249650
true;false;false;false;false;true;true;true;true;false;false;false;false;false;false;570;249680
false;true;true;false;false;false;false;false;true;true;false;true;false;false;false;345;249870
true;false;false;false;false;true;false;false;true;true;false;false;false;false;false;133;249930
true;false;false;false;false;true;false;false;false;true;true;false;false;false;false;138;249950
true;false;false;false;false;true;true;false;false;false;false;true;false;false;false;113;249990
true;true;false;false;false;true;true;false;false;false;false;false;false;false;false;456;250030
true;false;false;false;false;true;false;false;false;true;false;false;false;false;false;143;250050
true;true;false;false;false;true;false;false;false;true;false;false;false;false;false;1411;250070
true;false;false;false;false;true;false;false;false;true;true;true;false;false;false;122;250110
false;true;true;false;false;false;true;false;false;false;false;false;false;false;false;24336;250180
true;true;true;false;false;true;true;false;false;false;false;false;false;false;false;27890;250200
true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;181;250260
true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;7812;250280
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;137;250320
true;false;false;false;false;false;true;false;false;false;false;true;false;false;false;362;250340
true;false;false;false;false;false;false;false;false;true;false;true;false;false;false;179;250360
true;false;false;false;false;false;true;true;false;true;true;false;false;false;false;108;250380
true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;50325;250400
true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;288;250420
true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;7280;250460
true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;1973;250500
true;true;false;false;false;false;false;false;false;false;false;true;false;false;false;814;250520
true;false;false;false;false;true;false;false;true;true;false;false;false;false;false;202;250540
false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;224;250560
true;false;false;false;false;true;false;false;false;true;false;true;false;false;false;131;250580
true;false;false;false;false;false;false;false;true;false;false;false;false;true;false;1271;250600
true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;278;250620
true;false;false;false;false;true;false;true;false;false;true;false;false;false;false;115;250640
true;true;false;false;false;false;false;false;false;false;false;false;false;true;false;1205;250660
true;true;false;false;false;true;true;false;false;false;false;false;false;false;false;239;250700
true;false;false;false;false;true;true;true;false;false;false;false;false;false;false;184;250720
true;true;false;false;false;true;true;false;false;false;false;false;false;false;false;211;250760
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;406;250900
true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;389;251020
true;false;false;false;false;true;false;true;true;false;false;false;false;false;false;2727;251060
true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;1110;251110
true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;297;251130
true;false;false;false;false;false;false;false;false;true;false;false;false;false;false;145;251150
true;false;false;false;false;true;false;true;false;true;true;false;false;false;false;127;251170
true;false;false;false;false;true;true;true;false;false;false;false;false;false;false;2045;251210
false;true;false;false;false;true;true;false;false;false;false;false;false;false;false;687;251230
true;false;false;false;false;true;true;true;false;true;false;false;false;false;false;369;251270
true;true;true;false;false;false;false;false;false;true;true;false;false;false;false;2699;251290
false;false;false;true;false;false;false;true;false;false;false;false;false;false;true;107;251310
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;735;251370
true;false;false;false;false;true;true;false;false;false;true;false;false;false;false;108;251390
true;true;true;true;false;false;false;true;false;false;true;true;false;false;true;2313;251410
true;false;false;false;false;true;false;false;false;false;false;true;false;false;false;336;251430
false;true;false;true;false;true;true;false;false;false;true;false;false;false;true;1625;251470
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;232;251490
true;false;false;false;false;true;false;true;false;false;true;false;false;false;false;446;251510
true;true;false;false;false;true;true;false;false;false;false;false;false;false;false;114;251530
true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;233;251570
true;false;false;false;false;false;false;false;false;true;false;true;false;false;false;734;251590
true;true;false;false;false;true;true;false;false;false;true;false;false;false;false;1715;251630
false;true;false;false;false;true;true;false;false;false;false;false;false;false;false;403;251690
true;true;true;false;false;true;false;true;true;false;false;false;false;false;false;432;251710
true;false;false;false;false;true;false;true;true;false;true;false;false;false;false;133;251730
true;true;false;false;false;true;true;false;true;false;false;false;false;false;false;213;251770
true;true;false;false;false;true;true;false;false;true;false;true;false;false;false;256;251790
true;true;false;false;false;true;true;false;false;false;false;false;false;false;false;177;251810
true;false;false;false;false;true;false;true;false;true;true;true;false;false;false;293;251830
true;false;false;false;false;true;true;true;true;false;true;false;false;false;false;392;251850
true;false;false;false;false;true;false;false;false;true;false;true;false;false;false;4861;251870
true;false;false;false;false;true;true;true;false;false;false;false;false;false;false;895;251890
false;true;true;false;false;true;false;false;false;true;false;false;false;false;false;687;251910
true;false;false;false;false;true;true;false;true;false;false;false;false;false;false;403;251990
true;false;false;false;false;true;false;false;false;true;true;false;false;false;false;234;252010
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;414;252030
true;false;false;false;false;true;true;true;false;false;false;false;false;false;false;121;252050
true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;192;252070
true;false;false;false;false;true;true;false;false;true;false;false;false;false;false;143;252110
true;true;false;false;false;false;true;false;false;false;false;false;false;false;false;813;252130
true;false;false;false;false;false;false;false;false;true;false;true;false;false;false;178;252150
true;false;false;false;false;false;true;false;false;true;true;false;false;false;false;6554;252170
false;true;false;true;false;false;true;true;false;false;false;false;false;false;true;70765;252210
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;324;252230
false;false;false;true;false;false;false;false;false;false;true;false;false;false;true;1066;252250
true;false;false;false;false;true;false;false;false;true;true;true;false;false;false;173;252270
true;false;false;false;false;true;true;true;false;false;false;false;false;false;false;113;252290
true;true;false;false;false;true;true;true;true;true;false;false;false;false;false;1011;252310
false;true;false;true;false;true;false;false;false;true;true;false;false;true;true;402;252330
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;212;252350
true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;242;252370
true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;327;252410
true;true;false;false;false;true;true;true;true;false;false;false;false;false;false;3909;252430
true;false;false;false;false;true;false;true;true;false;true;false;false;false;false;293;252450
true;false;false;false;false;true;false;false;true;false;false;false;false;true;false;548;252470
true;false;false;false;false;false;false;false;false;true;false;false;false;false;false;102;252490
true;false;false;false;false;true;false;false;false;false;true;false;false;false;false;676;252530
true;false;false;false;true;true;false;true;false;true;false;false;false;false;false;953;252550
true;false;false;false;false;false;false;true;true;true;false;false;false;false;false;159;252570
true;false;false;false;false;false;false;true;true;true;false;false;false;false;false;370;252610
false;true;false;false;false;true;true;false;true;false;false;false;false;false;false;766;252630
true;true;false;false;false;true;false;false;false;false;false;true;true;false;false;4608;252670
true;false;false;false;false;true;true;false;false;true;false;false;false;false;false;1302;252690
true;false;false;false;false;true;false;true;false;true;true;false;false;false;false;675;252710
true;false;false;false;false;true;true;true;false;false;false;false;false;false;false;275;252730
true;false;false;false;true;true;false;false;false;false;false;false;false;false;false;815;252750
true;false;false;false;false;true;true;true;false;false;false;false;false;false;false;110;252770
true;true;false;false;false;false;false;false;false;false;false;false;true;false;false;898;252830
true;false;false;false;false;true;true;true;false;false;false;true;false;false;false;683;252850
true;false;false;false;false;true;false;true;true;false;false;false;false;false;false;713;252870
true;false;false;false;false;true;true;false;true;false;false;false;false;false;false;1442;252890
true;true;false;false;false;true;true;true;false;false;true;false;false;false;false;167;252910
true;false;false;false;false;true;false;true;false;true;true;false;false;false;false;1173;252950
true;true;false;false;false;false;false;false;false;true;true;false;false;false;false;2954;252970
true;false;false;false;false;true;true;false;true;true;false;false;false;false;false;2562;253030
true;false;false;false;false;true;true;false;false;true;false;false;false;false;false;113;253110
true;false;false;false;false;false;true;true;false;false;false;true;false;false;false;147;253130
true;false;false;false;false;true;false;false;true;false;false;false;false;false;false;965;253150
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;824;253190
true;false;false;false;false;true;true;true;false;false;false;false;false;false;false;2038;253230
true;false;false;false;false;true;false;false;true;true;true;false;false;false;false;297;253250
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;141;253290
true;false;false;false;false;true;true;false;false;false;false;false;true;false;false;101;253310
true;false;false;false;false;true;false;false;true;true;false;true;false;false;false;106;253330
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;471;253350
true;false;false;false;false;true;true;true;true;false;false;false;false;false;false;102;253370
true;false;false;false;true;true;true;false;false;false;false;false;false;false;false;109;253390
false;false;false;true;false;true;false;false;false;false;true;false;false;false;true;150;253410
true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;252;253430
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;138;253490
true;true;false;false;false;false;false;false;false;true;false;true;false;false;false;194;253510
true;false;false;false;false;false;false;false;false;true;false;true;true;true;false;159;253570
false;true;false;true;false;false;false;true;false;false;true;false;false;false;true;2075;253610
true;false;false;false;false;false;true;false;false;false;false;false;false;true;false;399;253630
true;false;false;false;false;false;false;false;false;true;false;true;false;false;false;140;253650
true;true;false;false;false;false;false;false;false;true;false;false;false;false;false;636;253670
true;true;false;false;false;false;false;false;false;true;false;false;false;false;false;2104;253690
true;true;true;false;false;false;true;true;false;false;false;false;false;false;false;11878;253710
false;true;true;true;false;true;false;false;true;false;true;false;false;false;true;1166;253750
true;false;false;false;false;true;true;true;false;false;true;false;false;false;false;541;253770
false;true;false;false;false;true;true;false;true;false;false;true;false;false;false;5998;253790
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;5511;253860
true;true;false;false;false;true;true;false;false;false;false;true;false;true;false;179;253880
true;false;false;false;false;true;true;false;true;false;false;false;false;false;false;350;253900
true;false;false;false;false;false;true;false;false;true;false;true;false;false;false;320;253920
true;true;false;false;false;true;true;false;false;false;false;true;false;false;false;1374;253940
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;178;253960
true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;1843;253980
true;false;false;false;false;true;true;true;false;true;false;true;false;false;false;9920;254060
true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;192;254080
true;false;false;false;false;false;true;true;false;false;false;false;false;false;false;563;254100
